Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"75165-1","Star Wars","Rogue One",2017,"Imperial Trooper Battle Pack",4,112,11.99,14.99,16.99,14.99,5702015866767,673419265553,19.1008,14.097,4.5974,0.1224698,"",1,1,0,,,,,,,,,48.9200,34.8900,"01/01/2017","31/12/2017"
"75166-1","Star Wars","Episode VII",2017,"First Order Transport Speeder Battle Pack",4,117,11.99,14.99,16.99,14.99,5702015866781,673419265584,19.1008,14.097,4.5974,0.1406135,"",1,1,0,,,,,,,,,24.6500,18.2200,"01/06/2017","31/12/2018"
"75169-1","Star Wars","Episode I",2017,"Duel on Naboo",3,208,19.99,24.99,29.99,29.99,,673419265812,26.2128,19.1008,6.096,0.3719454,"",1,1,0,,,,,,,,,73.1700,35.1400,"01/01/2017","31/12/2018"
"75173-1","Star Wars","Episode IV",2017,"Luke's Landspeeder",4,149,19.99,19.99,24.99,29.99,5702015867627,,26.2,14.1,6.1,,"",1,1,0,,,,,,,,,32.3400,22.7100,"01/01/2017","31/12/2018"
"75196-1","Star Wars","MicroFighters",2018,"A-Wing vs. TIE Silencer Microfighters",2,188,16.99,19.99,24.99,19.99,5702016109900,673419281645,26.2,14.1,4.8,0.22,"",1,1,0,,,,,,,,,26.1600,18.0000,"01/01/2018","31/12/2019"
"75200-1","Star Wars","Episode VIII",2018,"Ahch-To Island Training",2,241,25.99,29.99,34.99,29.99,5702016109948,673419281683,26.2,19.1,6.1,0.39,"",1,1,0,,,,,,,,,39.2600,22.9400,"01/01/2018","31/12/2019"
"75202-1","Star Wars","Episode VIII",2018,"Defense of Crait",5,746,74.99,84.99,99.99,79.99,5702016109962,,54,28.2,7.9,,"",1,1,0,,,,,,,,,71.2700,53.3300,"01/01/2018","31/12/2018"
"75209-1","Star Wars","Solo",2018,"Han Solo's Landspeeder",2,345,25.99,29.99,34.99,29.99,5702016110579,673419281041,26.2,19.1,6.1,0.42,"",1,1,0,,,,,,,,,31.7500,24.5900,"20/04/2018","31/07/2019"
"75218-1","Star Wars","Episode IV",2018,"X-wing Starfighter",4,731,89.99,79.99,99.99,99.99,5702016110661,673419282338,48,28.2,6.1,1.06,"",1,1,0,,,,,,,,,103.2300,80.0800,"01/08/2018","31/12/2019"
"75243-1","Star Wars","Episode V",2019,"Slave I - 20th Anniversary Edition",5,1007,109.99,119.99,159.99,116.97,5702016370706,673419304139,48,37.8,7.1,,"",1,1,0,,,,,,,,,185.9100,146.2100,"01/04/2019","31/12/2020"
"75247-1","Star Wars","Episode VI",2019,"Rebel A-wing Starfighter",2,62,11.99,14.99,19.99,14.99,5702016370430,673419304160,19.1,14.1,6.1,0.18,"",1,1,0,,,,,,,,,21.3300,17.7900,"01/01/2019","31/12/2019"
"75249-1","Star Wars","Episode IX",2019,"Resistance Y-wing Starfighter",5,578,59.99,69.99,89.99,69.99,5702016370744,,38.2,26.2,5.7,,"",1,1,0,,,,,,,,,67.4000,45.9000,"04/10/2019","31/12/2021"
"75250-1","Star Wars","Episode IX",2019,"Pasaana Speeder Chase",4,373,44.99,39.99,49.99,48.73,5702016370751,,28.2,26.2,5.9,,"",1,1,0,,,,,,,,,44.1600,29.3700,"04/10/2019","31/12/2020"
"75258-1","Star Wars","Episode I",2019,"Anakin's Podracer – 20th Anniversary Edition",3,279,24.99,29.99,39.99,29.23,5702016370713,673419304146,26.2,19.1,6.1,,"",1,1,0,,,,,,,,,47.3300,35.4300,"01/04/2019","31/12/2020"
"75267-1","Star Wars","The Mandalorian",2020,"Mandalorian Battle Pack",4,102,12.99,14.99,19.99,14.99,5702016617139,673419317245,19.1,14.1,4.6,0.12,"",1,1,0,,,,,,,,,21.5300,16.1800,"01/01/2020","31/12/2021"
"75292-1","Star Wars","The Mandalorian",2020,"The Razor Crest",5,1023,119.99,139.99,179.99,139.99,5702016683325,673419324038,48,37.8,7.1,,"",1,1,0,,,,,,,,,135.8300,94.1100,"01/09/2020","31/12/2023"
"75294-1","Star Wars","Promotional",2020,"Bespin Duel",2,295,,39.99,,,,673419334761,22.2,26.2,6.2,,"",1,1,0,,,,,,,,,157.5300,116.6700,"01/08/2020","31/12/2020"
"75299-1","Star Wars","The Mandalorian",2021,"Trouble on Tatooine",3,276,24.99,29.99,39.99,29.99,5702016913989,,26.2,19.1,4.6,,"",1,1,0,,,,,,,,,20.7100,17.6700,"01/01/2021","31/12/2022"
"75300-1","Star Wars","Episode IV",2021,"Imperial TIE Fighter",3,432,39.99,44.99,59.99,44.99,5702016913606,673419340137,28.2,26.2,7.6,,"",1,1,0,,,,,,,,,43.9900,28.6800,"01/01/2021","31/12/2023"
"75304-1","Star Wars","Helmet Collection",2021,"Darth Vader Helmet",,834,69.99,79.99,99.99,79.99,5702016914498,673419340854,19.1,35.4,11.8,,"",1,1,0,,,,,,,,,64.6800,38.7300,"26/04/2021","31/12/2024"
"75317-1","BrickHeadz","Star Wars",2020,"The Mandalorian & The Child",,295,17.99,19.99,24.99,19.99,5702016899856,673419337212,19.1,14.1,7.1,,"",1,1,0,,,,,,,,,16.6100,10.4600,"01/08/2020","31/12/2023"
"75338-1","Star Wars","Andor",2022,"Ambush on Ferrix",3,679,69.99,69.99,89.99,79.99,5702017189635,673419361705,28.2,26.2,9.6,,"",1,1,0,,,,,,,,,68.2700,57.1100,"01/08/2022","31/12/2023"
"75345-1","Star Wars","The Clone Wars",2023,"501st Clone Troopers Battle Pack",4,119,17.99,19.99,24.99,19.99,5702017421292,673419376891,19.1,14.1,4.6,,"",1,1,0,,,,,,,,,15.3600,11.7200,"01/01/2023","31/12/2024"
"75353-1","Star Wars","Diorama Collection",2023,"Endor Speeder Chase Diorama",3,608,69.99,79.99,99.99,79.99,5702017421377,673419376969,28.2,26.2,7.6,,"",1,1,0,,,,,,,,,52.2000,45.3800,"01/05/2023","31/12/2024"
"75357-1","Star Wars","Ahsoka",2023,"Ghost & Phantom II",5,1394,149.99,159.99,209.99,169.99,5702017433820,673419379014,48,37.8,9.4,,"",1,1,0,,,,,,,,,148.0900,128.3300,"01/09/2023","31/12/2024"
"75359-1","Star Wars","The Clone Wars",2023,"332nd Ahsoka's Clone Trooper Battle Pack",4,108,18.99,19.99,24.99,20.99,5702017421407,673419376990,19.1,14.1,4.6,,"",1,1,0,,,,,,,,,15.4800,11.3900,"01/08/2023","31/12/2024"
"75361-1","Star Wars","The Mandalorian",2023,"Spider Tank",3,526,46.99,49.99,64.99,52.99,5702017421421,673419377010,26.2,22.2,7.6,,"",1,1,0,,,,,,,,,50.1500,28.1500,"01/08/2023","31/12/2024"
"75362-1","Star Wars","Ahsoka",2023,"Ahsoka Tano's T-6 Jedi Shuttle",4,601,64.99,79.99,99.99,74.99,5702017421438,673419377027,38.2,26.2,7.1,,"",1,1,0,,,,,,,,,57.3100,40.2200,"01/09/2023","31/12/2025"
"75372-1","Star Wars","The Clone Wars",2024,"Clone Trooper & Battle Droid Battle Pack",9,215,24.99,29.99,39.99,29.99,5702017584317,673419389457,20.5,19.1,4.6,,"",1,1,0,,,,,,,,,20.7400,12.6600,"01/01/2024","31/12/2025"
"75571-1","Avatar","Original Film",2022,"Neytiri & Thanator vs. AMP Suit Quaritch",2,560,39.99,44.99,59.99,44.99,5702016913590,673419340465,28.2,26.2,5.9,,"",1,1,0,,,,,,,,,36.1000,25.1700,"01/10/2022","31/12/2023"
"75573-1","Avatar","Original Film",2022,"Floating Mountains: Site 26 & RDA Samson",5,887,89.99,99.99,129.99,99.99,5702016913781,673419340564,54,28.2,7.9,,"",1,1,0,,,,,,,,,78.2600,50.0000,"01/10/2022","31/12/2023"
"75576-1","Avatar","The Way of Water",2023,"Skimwing Adventure ",2,259,29.99,34.99,44.99,34.99,5702017421889,673419377140,26.2,19.1,4.6,,"",1,1,0,,,,,,,,,26.3900,,"01/01/2023","31/07/2024"
"75932-1","Jurassic World","Jurassic Park",2018,"Jurassic Park Velociraptor Chase ",4,360,44.99,39.99,49.99,49.99,5702016110272,,35.4,19.1,7,,"",1,1,0,,,,,,,,,62.5500,46.3000,"16/04/2018","31/12/2019"
"75946-1","Harry Potter","Goblet of Fire",2019,"Hungarian Horntail Triwizard Challenge",4,265,29.99,29.99,39.99,34.11,5702016368673,,35.4,19.1,5.9,,"",1,1,0,,,,,,,,,43.9100,28.3000,"01/06/2019","31/12/2020"
"75948-1","Harry Potter","Goblet of Fire",2019,"Hogwarts Clock Tower",8,922,89.99,89.99,119.99,99.99,5702016368697,,35.4,37.8,9.4,,"",1,1,0,,,,,,,,,74.3500,63.7800,"01/06/2019","31/12/2022"
"75952-1","Harry Potter","Fantastic Beasts",2018,"Newt's Case of Magical Creatures",4,694,44.99,49.99,64.99,49.99,5702016110357,673419281959,38.2,26.2,7.05,0.85,"",1,1,0,,,,,,,,,75.1800,38.5200,"01/08/2018","31/12/2019"
"75956-1","Harry Potter","Philosopher's Stone",2018,"Quidditch Match",6,500,34.99,39.99,49.99,38.98,5702016160277,,38.2,26.2,5.7,,"",1,1,0,,,,,,,,,62.3100,40.4900,"01/08/2018","31/12/2020"
"75957-1","Harry Potter","Prisoner of Azkaban",2019,"The Knight Bus",3,403,34.99,39.99,49.99,39.99,5702016542714,,28.2,26.2,7.6,,"",1,1,0,,,,,,,,,46.6400,29.0600,"01/06/2019","31/12/2021"
"75968-1","Harry Potter","Chamber of Secrets",2020,"4 Privet Drive",6,797,69.99,79.99,99.99,79.99,5702016616682,673419317900,38.2,26.2,9.4,0.92,"",1,1,0,,,,,,,,,58.7900,38.7300,"01/06/2020","31/12/2023"
"75973-1","Overwatch","",2019,"D.Va & Reinhardt",2,455,34.99,39.99,49.99,39.99,5702016368505,673419302739,28.2,26.2,5.9,0.59,"",1,1,0,,,,,,,,,99.8300,76.0200,"01/01/2019","31/07/2020"
"76006-1","Marvel Super Heroes","Iron Man 3",2013,"Iron Man: Extremis Sea Port Battle ",3,195,19.99,19.99,24.99,,5702014972711,673419190442,26.1874,19.1008,6.096,0.35,"",1,1,0,,,,,,,,,63.6200,27.1800,"07/03/2013","31/12/2014"
"76007-1","Marvel Super Heroes","Iron Man 3",2013,"Iron Man: Malibu Mansion Attack",5,364,34.99,39.99,49.99,,5702014972728,673419190459,38.2016,26.1874,5.6388,0.76,"",1,1,0,,,,,,,,,94.8300,36.9200,"07/03/2013","31/12/2014"
"76008-1","Marvel Super Heroes","Iron Man 3",2013,"Iron Man vs. The Mandarin: Ultimate Showdown",2,91,11.99,12.99,15.99,,5702015031820,673419200370,15.6972,14.097,4.4958,0.13,"",1,1,0,,,,,,,,,34.4200,15.9900,"07/03/2013","31/12/2014"
"76046-1","DC Comics Super Heroes","Batman v Superman: Dawn of Justice",2016,"Heroes of Justice: Sky High Battle",5,517,54.99,59.99,74.99,69.99,,673419250375,38.2016,26.2128,7.0612,0.7491,"",1,1,0,,,,,,,,,53.2500,45.0000,"01/01/2016","31/12/2016"
"76058-1","Marvel Super Heroes","Spider-Man",2016,"Spider-Man: Ghost Rider Team-Up",3,217,19.99,19.99,24.99,24.99,,673419250481,26.2128,19.1008,4.5974,0.3129785,"",1,1,0,,,,,,,,,77.9300,32.4600,"01/06/2016","31/12/2017"
"76062-1","DC Comics Super Heroes","Mighty Micros",2016,"Mighty Micros: Robin vs. Bane",2,77,8.99,9.99,12.99,9.99,5702015597753,673419250528,12.192,14.097,4.5974,0.07718,"",1,1,0,,,,,,,,,14.1700,7.8000,"01/03/2016","31/12/2016"
"76081-1","Marvel Super Heroes","Guardians of the Galaxy Vol. 2",2017,"The Milano vs. The Abilisk",5,460,44.99,49.99,64.99,49.99,,673419266994,38.2016,26.2128,5.6388,0.7484268,"",1,1,0,,,,,,,,,138.5500,110.9200,"01/03/2017","31/12/2017"
"76082-1","Marvel Super Heroes","Spider-Man: Homecoming",2017,"ATM Heist Battle",3,185,19.99,19.99,24.99,24.99,5702015868679,673419267007,26.2128,19.1008,6.096,0.3538018,"",1,1,0,,,,,,,,,30.2900,19.9100,"01/06/2017","31/12/2018"
"76098-1","DC Comics Super Heroes","Justice League",2018,"Speed Force Freeze Pursuit",4,271,29.99,29.99,39.99,34.99,5702016110449,,35.1,18.9,5.6,0.456,"",1,1,0,,,,,,,,,131.8200,72.0000,"01/01/2018","31/12/2018"
"76101-1","Marvel Super Heroes","Avengers: Infinity War",2018,"Outrider Dropship Attack",4,124,11.99,14.99,15.99,14.99,5702016110418,673419282017,15.7,14.1,6.1,0.18,"",1,1,0,,,,,,,,,14.6600,9.4500,"03/03/2018","31/07/2019"
"76113-1","Marvel Super Heroes","Spider-Man",2019,"Spider-Man Bike Rescue",3,235,19.99,19.99,24.99,24.36,5702016368666,673419302890,26.2,19.1,6.1,0.34,"",1,1,0,,,,,,,,,42.0000,18.7900,"",""
"76164-1","Marvel Super Heroes","Avengers",2020,"Iron Man Hulkbuster versus A.I.M. Agent",4,456,34.99,39.99,49.99,39.99,5702016757644,673419330404,26.2,22.2,7.6,0.49,"",1,1,0,,,,,,,,,47.7700,28.5600,"01/08/2020","31/12/2021"
"76174-1","Marvel Super Heroes","Spider-Man",2021,"Spider-Man's Monster Truck vs. Mysterio",4,439,44.99,39.99,49.99,49.99,5702016912791,,26.2,22.2,9.5,,"",1,1,0,,,,,,,,,50.8600,25.9000,"01/01/2021","31/12/2021"
"76176-1","Marvel Super Heroes","Shang-Chi and the Legend of the Ten Rings",2021,"Escape from The Ten Rings",4,321,24.99,29.99,39.99,29.99,5702016912883,673419339247,35.4,19.1,5.9,,"",1,1,0,,,,,,,,,20.0000,14.0000,"26/04/2021","31/12/2022"
"76181-1","DC Comics Super Heroes","The Batman",2022,"Batmobile: The Penguin Chase",2,392,24.99,29.99,44.99,29.99,5702016912982,673419339490,,,,,"",1,1,0,,,,,,,,,21.2500,13.8500,"01/01/2022","31/12/2023"
"76192-1","Marvel Super Heroes","Avengers: Endgame",2021,"Avengers: Endgame Final Battle",8,527,79.99,69.99,99.99,89.99,5702016913200,673419339889,54,28.2,5.9,,"",1,1,0,,,,,,,,,65.5900,46.4100,"01/06/2021","31/12/2022"
"76205-1","Marvel Super Heroes","Doctor Strange in the Multiverse of Madness",2022,"Gargantos Showdown",3,264,24.99,29.99,39.99,29.99,5702017184500,,26.2,19.1,6.1,,"",1,1,0,,,,,,,,,25.5100,13.0500,"01/01/2022","31/12/2022"
"76231-1","Marvel Super Heroes","Seasonal",2022,"Guardians of the Galaxy Advent Calendar",6,268,29.99,44.99,59.99,34.99,5702017154428,,38.2,26.2,7.1,,"",1,1,0,,,,,,,,,30.4700,20.3800,"01/09/2022","31/12/2022"
"76239-1","DC Comics Super Heroes","The Dark Knight Trilogy",2021,"Batmobile Tumbler: Scarecrow Showdown",2,422,34.99,39.99,49.99,39.99,5702017100098,,26.2,22.2,9.5,,"",1,1,0,,,,,,,,,46.0000,36.9800,"01/10/2021","31/12/2022"
"76253-1","Marvel Super Heroes","Guardians of the Galaxy Vol. 3",2023,"Guardians of the Galaxy Headquarters",2,67,8.99,9.99,13.99,9.99,5702017419701,673419376655,14.1,12.2,4.6,,"",1,1,0,,,,,,,,,8.8600,7.0000,"01/04/2023","31/12/2023"
"76255-1","Marvel Super Heroes","Guardians of the Galaxy Vol. 3",2023,"The New Guardians' Ship",5,1108,89.99,99.99,129.99,99.99,5702017419725,673419376679,48,37.8,7.1,,"",1,1,0,,,,,,,,,66.3100,40.6700,"01/04/2023","31/12/2023"
"76261-1","Marvel Super Heroes","Spider-Man: No Way Home",2023,"Spider-Man Final Battle",9,900,94.99,109.99,139.99,104.99,5702017419770,673419376723,37.8,35.4,7.1,,"",1,1,0,,,,,,,,,87.4000,60.0000,"01/08/2023","31/12/2025"
"76397-1","Harry Potter","Hogwarts Moments",2022,"Hogwarts Moment: Defence Against the Dark Arts Class",4,257,24.99,29.99,39.99,29.99,5702017153384,,19.1,26.2,6.1,,"",1,1,0,,,,,,,,,29.7200,24.7500,"01/03/2022","31/12/2022"
"76408-1","Harry Potter","Order of the Phoenix",2022,"12 Grimmauld Place",9,1083,114.99,119.99,149.99,129.99,5702017189994,673419361835,48,37.8,7.1,,"",1,1,0,,,,,,,,,127.9800,110.2300,"01/06/2022","31/12/2023"
"76420-1","Harry Potter","Goblet of Fire",2023,"Triwizard Tournament: The Black Lake",5,349,39.99,44.99,59.99,44.99,5702017413235,673419375870,26.2,28.2,5.9,,"",1,1,0,,,,,,,,,32.5600,29.9400,"01/03/2023","31/12/2024"
"76895-1","Speed Champions","Ferrari",2020,"Ferrari F8 Tributo",1,275,17.99,19.99,24.99,19.99,5702016618310,673419319089,25.8,13.8,7.2,0.317,"",1,1,0,,,,,,,,,35.9500,22.0500,"01/01/2020","31/12/2021"
"76908-1","Speed Champions","Lamborghini",2022,"Lamborghini Countach",1,262,19.99,19.99,29.99,24.99,5702017156729,673419358736,26.2,14.1,7.2,,"",1,1,0,,,,,,,,,15.7800,12.2600,"01/03/2022","31/12/2024"
"76911-1","Speed Champions","Aston Martin",2022,"007 Aston Martin DB5",1,298,19.99,19.99,29.99,24.99,5702017231044,673419364027,26.2,14.1,6.1,,"",1,1,0,,,,,,,,,21.6400,13.8600,"01/08/2022","31/12/2023"
"76912-1","Speed Champions","Dodge",2022,"Fast & Furious 1970 Dodge Charger R/T",1,345,19.99,19.99,29.99,24.99,5702017234410,673419364768,26.2,14.1,6.1,,"",1,1,0,,,,,,,,,21.6900,15.2200,"01/08/2022","31/12/2023"
"76917-1","Speed Champions","Nissan",2023,"2 Fast 2 Furious Nissan Skyline GT-R (R34)",1,319,19.99,24.99,29.99,24.99,5702017424217,673419378666,26.2,14.1,7.2,,"",1,1,0,,,,,,,,,18.5600,15.0200,"01/01/2023","31/12/2024"
"76945-1","Jurassic World","Dominion",2022,"Atrociraptor Dinosaur: Bike Chase",2,169,17.99,19.99,24.99,19.99,5702016913514,673419340403,26.2,14.1,6.1,,"",1,1,0,,,,,,,,,15.8400,8.1100,"17/04/2022","31/12/2023"
"76946-1","Jurassic World","Dominion",2022,"Blue & Beta Velociraptor Capture",2,181,29.99,34.99,44.99,34.99,5702016913521,673419340410,26.2,19.1,6.1,,"",1,1,0,,,,,,,,,19.7700,16.8800,"17/04/2022","31/12/2024"
"76948-1","Jurassic World","Dominion",2022,"T. rex & Atrociraptor Dinosaur Breakout",4,466,89.99,99.99,129.99,99.99,5702016913545,673419340434,48,28.2,6.1,,"",1,1,0,,,,,,,,,65.9400,64.9400,"17/04/2022","31/12/2023"
"76956-1","Jurassic World","Jurassic Park",2022,"T. rex Breakout",4,1212,89.99,99.99,129.99,99.99,5702017190006,673419361842,48,37.8,7.1,,"",1,1,0,,,,,,,,,95.8800,63.9600,"17/04/2022","31/12/2023"
"77012-1","Indiana Jones","Last Crusade",2023,"Fighter Plane Chase",3,387,29.99,34.99,44.99,34.99,5702017190457,673419361958,26.2,22.2,7.6,,"",1,1,0,,,,,,,,,26.4500,24.0000,"01/04/2023","31/12/2024"
"77013-1","Indiana Jones","Raiders of the Lost Ark",2023,"Escape from the Lost Tomb",4,600,34.99,39.99,49.99,39.99,5702017190464,673419361965,26.2,28.2,9.5,,"",1,1,0,,,,,,,,,34.0600,25.6500,"01/04/2023","31/12/2024"







